,id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
10,9290116,OFICINA DE VENTAS,FOMENTO EMPRESARIAL INMOBILIARIO SA DE CV,236111,Edificación de vivienda unifamiliar,1,CALLE,MONTE EVEREST,CALLE,MONTE ALBERDI,CALLE,MONTE NAGELA,CALLE,MONTENOVA,203,,,,,,FRACCIONAMIENTO,MONTENOVA,,,,66024,19,NUEVO LEÓN,018,García,0212,Mitras Poniente,1756,007,,,,Fijo,25.77069867,-100.43909842,2020-11
11,9298538,OFICINA DE VENTAS,UCALLI SA DE CV,236111,Edificación de vivienda unifamiliar,1,AVENIDA,VALLE DE LAS CUMBRES,OTRO (ESPECIFIQUE),SIN REFERENCIA,BOULEVARD,ALEJANDRO DE RODAS,AVENIDA,PASEO VALLE DE CUMBRES,,SN,,,,,FRACCIONAMIENTO,CUMBRES,,,,66035,19,NUEVO LEÓN,018,García,0212,Mitras Poniente,1597,006,,,,Fijo,25.76000274,-100.43803734,2020-11
12,9238194,OFICINA DE VENTAS CONDOCASA,CONSTRUCTORES DE DESARROLLADORES Y ASOCIADOS SA DE CV,236111,Edificación de vivienda unifamiliar,1,AVENIDA,LEONES,CARRETERA,LAS MITRAS,CALLE,SIN REFERENCIA,AVENIDA,ALEJANDRO DE RODAS,,SN,,,,,FRACCIONAMIENTO,CUMBRES,,,,66036,19,NUEVO LEÓN,018,García,0212,Mitras Poniente,1633,002,,,,Fijo,25.76105272,-100.46065214,2020-04
13,9322089,OFICINA DE VENTAS VIVIR JUAREZ,VIVIR ESPACIOS INMOBILIARIOS SA DE CV,236111,Edificación de vivienda unifamiliar,11,CALLEJON,ELOY CAVAZOS SAN FRANCISCO,CALLEJON,Antiguo Camino a San Roque,CALLEJON,Ninguno,OTRO (ESPECIFIQUE),Sin Referencia,,SN,,,,,,SAN FRANCISCO,,,,,19,NUEVO LEÓN,031,Juárez,0001,Ciudad Benito Juárez,1974,003,,,,Fijo,25.62434226,-100.11829197,2020-11
14,9288051,OFICINA DE VENTAS,FOMENTO EMPRESARIAL INMOBILIARIO SA DE CV,236111,Edificación de vivienda unifamiliar,1,AVENIDA,PASEO DE LOS LEONES,BOULEVARD,ALEJANDRO DE RODAS,AVENIDA,VALLE DE LAS CUMBRES,BOULEVARD,ALEJANDRO DE RODAS,,SN,,,,,FRACCIONAMIENTO,LAS LOMAS,,,,66024,19,NUEVO LEÓN,018,García,0212,Mitras Poniente,1597,010,,,,Fijo,25.75492331,-100.43745324,2020-11
15,9288226,OFICINA DE VENTAS,REPRESENTACION PATRIMONIAL SA DE CV,236111,Edificación de vivienda unifamiliar,11,CALLE,MONTICELLO,CARRETERA,LAS MITRAS,CALLE,MONTICELLO,CALLE,LOZZI,108,,,,,,FRACCIONAMIENTO,CUMBRES MONTICELLO,,,,66036,19,NUEVO LEÓN,018,García,0212,Mitras Poniente,1629,020,,,,Fijo,25.76560527,-100.46002079,2020-11
16,6792879,OBRAS MARITIMAS HB,OBRAS MARITIMAS HB SA DE CV,237992,"Construcción de obras marítimas, fluviales y subacuáticas",1,CALLE,CAPITAN LORENZO DE AGUILAR,CALLE,RAMON GARCIA CHAVARRI,CALLE,ADOLFO RODRIGUEZ,CALLE,PATRICIO MILMO,125,,,,,,COLONIA,LAS LOMAS,,,,64030,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,1648,020,,HEIDY.SANTOS@GRUPOHB.COM,,Fijo,25.67955025,-100.33974809,2017-03
17,6147969,OBRAS MARITIMAS HB S,OBRAS MARITIMAS HB SA DE CV,237992,"Construcción de obras marítimas, fluviales y subacuáticas",251,CALLE,LIBERTAD,CALLE,JOS? MARIANO ABASOLO,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,JOS? MARIANO ABASOLO,467,A,,,0,,COLONIA,COLONIA CENTRO DE SAN PEDRO GARZA GARCIA NL,,,,66230,19,NUEVO LEÓN,019,San Pedro Garza García,0001,San Pedro Garza García,0577,009,,RODOLFOR@GRUPOHB.COM,WWW.GRUPOHB.COM,Fijo,25.66624128,-100.406064,2010-07
18,9318691,NOVASI MACHINERY MOVERS,"INNOVAREG, S.A. DE C.V.",238290,Otras instalaciones y equipamiento en construcciones,1,,Av. San Bernabé 207,,,,,,,,,,,,,,,,,,,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0029,001,,,,Fijo,25.72103601,-100.34562618,2020-11
19,6861933,OBRAS E INFRAESTRUCTURAS ROD,OBRAS E INFRAESTRUCTURAS ROD SA DE CV,236112,Edificación de vivienda multifamiliar,31,CALLE,ALBINO ESPINOSA,CALLE,JUAN NEPOMUCENO M?NDEZ,CALLE,JOS? MARIANO JIM?NEZ,CALLE,RUPERTO MART?NEZ,1110,,EDIFICIO SIN NOMBRE,PLANTA BAJA,0,,COLONIA,CALLE,,,,64000,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,1489,022,,,,Fijo,25.67893852,-100.3238505,2019-04
20,6147970,"OBRAS Y SERVICIOS DEL NORTE, SA DE CV",OBRAS Y SERVICIOS DEL NORTE SA DE CV,236111,Edificación de vivienda unifamiliar,11,CALLE,JOSU MARIA VIGIL,AVENIDA,VICENTE GUERRERO,CALLE,HERMENEGILDO GALEANA,CALLE,DAVID ALBERTO COSSIO,209,,,,,,COLONIA,DEL NORTE,,,,64500,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0809,004,,OYSNSA@GMAIL.COM,,Fijo,25.70877688,-100.30854706,2010-07
21,6148265,OBRAS Y PROYECTOS INDUSTRIALES,OBRAS Y PROYECTOS INDUSTRIALES SA DE CV,236211,"Edificación de naves y plantas industriales, excepto la supervisión",31,CALLE,CUADRADOS,CALLE,NINGUNO,CALLE,RECTANGULOS,CALLE,TRIANGULOS,12,SN,,,,,CIUDAD,ARCO VIAL,CIUDAD INDUSTRIAL,COLONIA,12,,19,NUEVO LEÓN,018,García,0105,Parque Industrial Ciudad Mitras,0300,006,,OPISAMTY@GMAIL.COM,,Fijo,25.77998475,-100.46051884,2014-12
22,6877754,OBRAS Y PROYECTOS LP,CONSTRUCTORA LP SA DE CV,237212,Construcción de obras de urbanización,51,CALLE,ATLAS,ANDADOR,EMILIO CARRANZA,ANDADOR,MARIANO ESCOBEDO,CALLE,MIGUEL HIDALGO Y COSTILLA,1412,,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,NUEVA LINDA VISTA,,,,67110,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,1741,001,,,,Fijo,25.6663662,-100.31274275,2019-04
23,9328989,OFFICE CONCEPT,GOCM SA DE CV,236221,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión",1,AVENIDA,FUNDADORES,AVENIDA,ADOLFO LAUBNER,ANDADOR,NINGUNO,CALLE,NINGUNO,955,LOCAL,,PISO 7,701,,COLONIA,PASEO DE LAS PRIVANZAS,,SIENNA TORRE DE OFICINAS,,66278,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,2468,026,,CYNTIA@OFFICECONCEPT.MX,,Fijo,25.6378307,-100.3172524,2020-11
24,9328955,OFICINA,CONTRUCCIONES SAQUIR SA DE CV,237121,Construcción de sistemas de distribución de petróleo y gas,1,CALLE,JOSE TRINIDAD VILLAGOMEZ,CALLE,ISAAC GARZA,CALLE,SANTIAGO TAPIA,CALLE,AMADO NERVO,533,,,,,,COLONIA,CENTRO,,,,64000,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,1493,001,,ADMON.SAQUIR@GMAIL.COM,,Fijo,25.68124975,-100.32135603,2020-11
25,9324923,ODEVISA,ODEVISA SA DE CV,236221,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión",1,CALLE,TENANCINGO,CALLE,TEOTIHUACAN,CALLE,CUAUTITLAN,CALLE,TENANGO,225,,,,,,COLONIA,MITRAS CENTRO,,,,64460,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0902,007,8117960266,ODEVISA.SA@GMAIL.COM,,Fijo,25.70120271,-100.34094675,2020-11
26,6710940,"ODICSA, SA DE CV",ODICSA SA DE CV,236111,Edificación de vivienda unifamiliar,11,OTRO (ESPECIFIQUE),BOSQUES DE CANADÁ,CALLE,BOSQUES DE SIBERIA,CALLE,BOSQUES DE CANADA,CALLE,BOSQUES DE AUSTRIA,103,,,,13,,COLONIA,DEL VALLE,,,,64750,19,NUEVO LEÓN,019,San Pedro Garza García,0001,San Pedro Garza García,0223,044,,,,Fijo,25.65107342,-100.37352233,2016-01
27,2979573,ELABORACIÓN DE PAN,,311812,Panificación tradicional,1,CALLE,JOSE MARIA MORELOS Y PAVON,CALLE,INDEPENDENCIA,CALLE,IGNACIO LOPEZ RAYON,CALLE,MIGUEL HIDALGO Y COSTILLA,15,,,,0,,COLONIA,SAN RAFAEL,,,,67110,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,0228,005,,,,Fijo,25.69258186,-100.22158945,2014-12
28,9279673,NEOMER,NEOMER SA DE CV,238290,Otras instalaciones y equipamiento en construcciones,1,CALLE,20 DE NOVIEMBRE,CALLE,MIGUEL HIDALGO Y COSTILLA,AVENIDA,CONSTITUCION,CALLE,SANTOS DEGOLLADO,810,,,,0,,COLONIA,OBISPADO,,,,61010,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,4159,026,,,WWW.NEOMER.MX,Fijo,25.67007006,-100.33620594,2020-11
29,8751384,ELABORACIÓN DE OTRAS BEBIDAS DESTILADAS,PRODUCTOS EXCLUSIVOS BUENA FE SA DE CV,312149,Elaboración de otras bebidas destiladas,1,CALLE,RIO MISSISSIPI,CALLE,RIO ROSAS,AVENIDA,MANUEL GOMEZ MORIN,CALLE,RÍO COLORADO,,SN,,,405,,COLONIA,DEL VALLE,,,,66220,19,NUEVO LEÓN,019,San Pedro Garza García,0001,San Pedro Garza García,0083,011,,VENTASMONTERREY@RIVEROGONZALEZ.COM,,Fijo,25.6569263,-100.35929654,2019-11
30,6473135,NEW INSPECCION SERVICIO MEXICANA,NEW INSPECCION SERVICIO MEXICANA SA DE CV,237113,"Supervisión de construcción de obras para el tratamiento, distribución y suministro de agua, drenaje y riego",6,CALLE,NEVADO DE TOLUCA,CALLE,IZTACCIHUATL,CALLE,POPOCATEPETL,CALLE,VOLCÁN DE AJUSCO,119,A,,,,,COLONIA,URDIALES,,,,64430,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0885,009,8121897736,NISERMX@GMAIL.COM,,Fijo,25.70228623,-100.34983074,2016-01
31,7317262,ELABORACION DE NIEVES,,311520,Elaboración de helados y paletas,1,CALLE,PROLONGACION BENITO JUAREZ,CALLE,ALTAMIRANO,CALLE,IGNACIO RAMIREZ,CALLE,BENITO JUÁREZ,1125,,,,0,,COLONIA,BARRIO DE SONORA,,,,65200,19,NUEVO LEÓN,044,Sabinas Hidalgo,0001,Ciudad Sabinas Hidalgo,0599,007,,,,Fijo,26.5022184,-100.19066541,2019-11
32,9287918,NATAL.MX INVERSION INMOBILIARIA,NATAL.MX INVERSION INMOBILIARIA,236221,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión",1,AVENIDA,PUERTA DE HIERRO,AVENIDA,PASEO DE LOS LEONES,CALLE,NINGUNO,CALLE,NINGUNO,526,,,,0,,COLONIA,PLAZA SERRANIA,,,,64349,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,5547,028,,,,Fijo,25.74411747,-100.42023721,2020-11
33,7318357,ELABORACION DE NIEVE SIN NOMBRE,,311520,Elaboración de helados y paletas,1,CALLE,MANUEL M. GARCIA,CALLE,NINGUNO,OTRO (ESPECIFIQUE),NINGUNO,CALLE,NINGUNO,1140,,,,,,COLONIA,INDUSTRIAL,,,,65200,19,NUEVO LEÓN,044,Sabinas Hidalgo,0001,Ciudad Sabinas Hidalgo,0527,047,,,,Fijo,26.50311614,-100.16917864,2019-11
34,6147968,"NAVARRO GUERRERO CONSTRUCCIONES, SA DE CV",NAVARRO GUERRERO CONSTRUCCIONES SA DE CV,237312,"Construcción de carreteras, puentes y similares",1,OTRO (ESPECIFIQUE),ARTURO B DELA GARZA,CALLE,ALFREDO V. BONFIL,CALLE,ALDAMA,OTRO (ESPECIFIQUE),N/A,305,,,,305,,AMPLIACION,COLONIA SAN ISIDRO,PASAJE Y ANDADOR COMERCIAL,ANDADOR,305,67050,19,NUEVO LEÓN,013,China,0001,China,0573,019,,,,Fijo,25.70585761,-99.23301917,2010-07
35,6148343,NIVEL UNO CONSTRUCCIONES SA DE CV,NIVEL UNO CONSTRUCCIONES SA DE CV,236211,"Edificación de naves y plantas industriales, excepto la supervisión",11,CALLE,CHILPANCINGO,CALLE,LAREDO,CALLE,R?O CAMARGO,CALLE,LAREDO,369,,,,,,COLONIA,MITRAS NORTE,,,,64320,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0635,027,,INFO@NIVELUNO.COM.MX,WWW.NIVELUNO.COM,Fijo,25.71020126,-100.34611059,2014-12
36,8745292,NO TIENE NOMBRE,TRANSENERGIA SA DE CV,238210,Instalaciones eléctricas en construcciones,1,CALLE,LOS PINOS,CALLE,LOS LLANOS,AVENIDA,AZTLAN,CALLE,LAS SELVAS,3624,,,,,,COLONIA,MOCTEZUMA,,,,64240,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0404,007,,,,Fijo,25.73461823,-100.34933109,2019-11
37,8829593,ELABORACION DE PAN,,311812,Panificación tradicional,1,CALLE,NORIAS,CALLE,29 DE ABRIL,CALLE,14 DE OCTUBRE,CALLE,AGRICULTORES,4333,,,,0,,COLONIA,FOMERREY 1,,,,64210,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,3339,039,,,,Fijo,25.76024126,-100.36002651,2019-11
38,2945640,ELABORACION DE PAN,,311812,Panificación tradicional,1,CALLE,JARDIN CENTRAL,CALLE,GERBERAS,CALLE,BUGAMBILIAS,AVENIDA,PASEO DE PALMAS,3193,,,,,,COLONIA,REAL DE PALMAS,,,,65760,19,NUEVO LEÓN,025,General Zuazua,0284,Fraccionamiento Real Palmas,0343,024,8117106874,,,Fijo,25.90070568,-100.16077992,2014-12
39,6714290,NEXO CONSTRUCCIONES SA DE CV,NEXO CONSTRUCCIONES SA DE CV,236221,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión",1,CALLE,JOSU JUSTO CORRO,ANDADOR,LIMA,CALLE,MIGUEL NIETO,CALLE,MIGUEL BARRAGAN,1418,,,,,,COLONIA,INDUSTRIAL,,,,,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,3610,003,,NEXO@PRODIGY.NET.MX,,Fijo,25.69361682,-100.32719396,2016-01
40,7961888,ELABORACION DE PAN,,311812,Panificación tradicional,1,CALLE,NINGUNO,CALLE,SIN REFERENCIA,CALLE,SIN REFERENCIA,CALLE,NINGUNO,8303,A,,,,,COLONIA,UNIDAD PEDRERAS FOMERREY 106,,,,64230,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,3930,010,,,,Fijo,25.7508858,-100.34198464,2019-11
41,6216948,NIKKEN,"NIKKEN LATINOAMERICA, S. DE R.L. DE C.V. SA DE CV",238222,Instalaciones de sistemas centrales de aire acondicionado y calefacción,1,AVENIDA,DOCTOR JOSE ELEUTERIO GONZALEZ,CALLE,DOCTOR JUAN DE DIOS TREVIÑO,CALLE,DOCTOR FRANCISCO A. ROCHA,CALLE,DOCTOR JUAN DE DIOS TREVIÑO,460,,,,,,COLONIA,SAN JERONIMO,EDIFICIO COMERCIAL Y DE SERVIC,PLAZA 460,2,64060,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,1629,049,8181231646,,,Fijo,25.67683628,-100.35247572,2010-07
42,6148366,"NORTHELECTRIC CONSTRUCTION, SA DE CV",NORTHELECTRIC CONSTRUCTION SA DE CV,236221,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión",11,CALLE,NUEVA IRLANDA,CALLE,NUEVA AUSTRALIA,CALLE,NUEVA JERSEY,CALLE,NUEVA YORK,4055,C,,,,,FRACCIONAMIENTO,INDUSTRIAL ABRAHAM LINCOLN,,,,64241,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,4676,004,,,WWW.TITANIO.MX,Fijo,25.71642141,-100.35834366,2010-07
43,7657508,NOVASEK,NOVASEK PINTURAS SA DE CV,238320,Trabajos de pintura y otros cubrimientos de paredes,31,CALLE,LATERAL CONSTITUCION,CALLE,SANTA BARBARA,AVENIDA,GENERAL LAZARO CARDENAS,CALLE,SANTA CATALINA,404,,,,,,COLONIA,RIBERAS DE LINDA VISTA,,,,67110,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,132A,030,22612564,URIEL@NOVASEK.COM,WWW.NOVASEK.COM,Fijo,25.69419847,-100.23019973,2019-11
44,9325270,NORTECCSA,NORTECCSA SA DE CV,237131,Construcción de obras de generación y conducción de energía eléctrica,1,CALLE,PRESA MANUEL AVILA CAMACHO,CALLE,MAZATLAN,CALLE,COMUNICACIONES,CALLE,PROFESOR MATIAS MORENO,108,A,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,SCOP,,,,67190,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,0745,002,,MCABRAL@NORTECCSA.COM,,Fijo,25.6577836,-100.19908082,2020-11
45,8753884,MYM HIDROSANITARIA,MYM HIDROSANITARIA DEL NORTE SA DE CV,238221,Instalaciones hidrosanitarias y de gas,31,CALLE,PODER JUDICIAL,CALLE,MANUEL GOMEZ DE CASTRO,CALLE,SIMON DE HERRERA Y LEIVA,CALLE,ESTATUTO JURÍDICO,605,,,,,,COLONIA,BUROCRATAS DEL ESTADO,,,,64380,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0692,021,,MYM@MYMHIDROSANITARIA.COM.MX,WWW.HIDROSANITARIA.COM,Fijo,25.71140814,-100.36634899,2019-11
46,8261204,ELABORACION DE FRITURAS DE HARINA,,311910,Elaboración de botanas,1,CALLE,ARAMBERRI,CALLE,NARCISO MENDOZA,CALLE,IGNACIO ZARAGOZA,CALLE,IGNACIO ZARAGOZA,,SN,,,,,COLONIA,TERCER SECTOR,,,,67901,19,NUEVO LEÓN,014,Doctor Arroyo,0001,Doctor Arroyo,0551,037,,,,Fijo,23.66542257,-100.18495866,2019-11
47,8794142,MULTISERVICIOS INDUSTRIALES EXTER,,238210,Instalaciones eléctricas en construcciones,1,CALLE,CARACAS,CALLE,LA PAZ,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS,CALLE,BUENOS AIRES,438,,,,,,COLONIA,VALLE DEL NOGALAR,,,,66480,19,NUEVO LEÓN,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0339,004,,,,Fijo,25.71023179,-100.27920606,2019-11
48,8971556,ELABORACION DE FRIJOLES Y SALSAS TREVIÑOS,,311993,Elaboración de alimentos frescos para consumo inmediato,1,CALLE,JOSE MARIA PINO SUAREZ,CALLE,VICENTE GUERRERO,CALLE,IGNACIO ALLENDE,CALLE,AGUSTÍN DE ITURBIDE,510,,,,0,,COLONIA,CENTRO,,,,65500,19,NUEVO LEÓN,045,Salinas Victoria,0001,Salinas Victoria,0223,013,,,,Fijo,25.95972618,-100.29659743,2019-11
49,6148259,MULTISERVICIOS LOS 2 GERARDOS,GERARDO GONZALEZ ADAME,236221,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión",1,OTRO (ESPECIFIQUE),FRANCISCO I. MADERO,CALLE,Garza Ayala,CALLE,Francisco I. Madero,OTRO (ESPECIFIQUE),Sin Referencia,480,0,,,,,,SAN ISIDRO,,,,,19,NUEVO LEÓN,020,General Bravo,0001,General Bravo,046A,001,,DGCPFAVIOLA@HOTMAIL.COM,,Fijo,25.79080199,-99.17162773,2014-12
50,7679839,ELABORACION DE EMPANADAS Y DONAS,,311812,Panificación tradicional,1,PRIVADA,RAUL RANGEL FRIAS,CALLE,LIC. EDUARDO LIVAS V.,CALLE,PEDRO ZORRILLA MTZ.,PRIVADA,RAUL RANGEL FRIAS,,SN,,,,,COLONIA,NUEVO SAN MIGUEL,,,,67116,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,1349,015,,,,Fijo,25.69460023,-100.18573802,2019-11
51,7562925,MULTISERVICIOS EN GENERAL DE INGENIERIA,,238222,Instalaciones de sistemas centrales de aire acondicionado y calefacción,1,CALLE,VIOLETA,AVENIDA,JOSE MARIA MORELOS Y PAVON,CALLE,GIRASOL,CALLE,TULIPÁN,400,,,,,,COLONIA,JARDINES DE SANTA CATARINA,,,,66362,19,NUEVO LEÓN,048,Santa Catarina,0001,Ciudad Santa Catarina,0973,004,8110275191,GSANCHEZ_MATOS@HOTMAIL.COM,WWW.MULTISERVICIOSENGENERAL.COM,Fijo,25.68371083,-100.46671988,2019-11
52,7333938,ELABORACION DE EMPANADAS SIN NOMBRE,,311812,Panificación tradicional,1,CALLE,CERRO DE SAN PABLO,CALLE,CERRO DE LA ESPERANZA,CALLE,CERRO DEL OBISPADO,CALLE,CERRO DEL ÁGUILA,224,,,,0,,COLONIA,PROVILEON,,,,66050,19,NUEVO LEÓN,021,General Escobedo,0001,Ciudad General Escobedo,0698,032,8110696684,,,Fijo,25.78618388,-100.33917577,2019-11
53,2960864,MULTISERVICIOS GUADALUPE,,238222,Instalaciones de sistemas centrales de aire acondicionado y calefacción,11,CALLE,MONTE DE LAS CRUCES,CALLE,DOLORES HIDALGO,CALLE,PLAN DE AYUTLA (LICENCIADO ADOLFO DUCLO SALINAS),CALLE,ALHÓNDIGA DE GRANADITAS,385,,,,,,COLONIA,ESCAMILLA,,,,67120,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,189A,015,8181341411,,,Fijo,25.69798261,-100.25862879,2010-07
